All the values shown here are in INR.

  Building Type,Area,Region,Outlet Name,Date,Source,No Of Items,No Of Bills,Employee Meal Bills,Sale,Discount,Restaurant Packaging Charges,Packaging Charge [CART - SWIGGY],Restaurant Charge,Staff Welfare charge at 5%,Staff Welfare,Delivery Charge,Platform Fee Charge,Smile Amount Charge,Charges,Net Sale,ECom_GST@5%,GST @5%,GST @18%,GST @40%,Total Tax,Total Amount,Round Off,Gross Amount,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-10,"Mobile App",4.00,2,0,1090.00,231.00,0,0,10.00,0,0,0,0,0,10.00,859.00,0,44.75,0,0,44.75,913.75,0.25,914.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-11,"POS",69.00,34,0,16491.98,634.00,0,0,0,0,0,0,0,0,0.00,15857.98,0,792.91,0,0,792.91,16650.89,3.11,16654.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-11,"Zomato",3.00,2,0,1020.00,395.00,40.00,0,0,0,0,0,0,0,40.00,625.00,33.25,0,0,0,33.25,698.25,0.75,699.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-11,"Mobile App",3.00,2,0,510.00,262.00,0,0,10.00,0,0,0,0,0,10.00,248.00,0,14.20,0,0,14.20,272.20,-0.20,272.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-12,"Zomato",9.00,7,0,2840.00,1250.00,140.00,0,0,0,0,0,0,0,140.00,1590.00,86.50,0,0,0,86.50,1816.50,0.50,1817.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-12,"POS",75.00,41,0,18306.85,2421.00,0,0,0,0,0,0,0,0,0.00,15885.85,0,794.29,0,0,794.29,16680.14,3.86,16684.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-12,"Swiggy",4.00,3,0,1240.00,405.00,0,60.00,0,0,0,0,0,0,60.00,835.00,44.75,0,0,0,44.75,939.75,0.25,940.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-12,"Mobile App",2.00,1,0,560.00,100.00,0,0,5.00,0,0,0,0,0,5.00,460.00,0,23.90,0,0,23.90,488.90,0.10,489.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-13,"Zomato",10.00,5,0,2715.00,852.00,100.00,0,0,0,0,0,0,0,100.00,1863.00,98.15,0,0,0,98.15,2061.15,-0.15,2061.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-13,"Swiggy",10.00,6,0,3300.00,1202.49,0,120.00,0,0,0,0,0,0,120.00,2097.51,110.87,0,0,0,110.87,2328.38,1.62,2330.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-13,"POS",178.00,79,0,44975.35,3122.86,0,0,0,0,0,0,0,0,0.00,41852.49,0,2056.74,129.35,0,2186.09,44038.58,14.42,44053.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-13,"Mobile App",2.00,2,0,500.00,131.00,0,0,10.00,0,0,0,0,0,10.00,369.00,0,20.25,0,0,20.25,399.25,-0.25,399.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-14,"POS",149.00,75,0,39126.70,1713.39,0,0,0,0,0,0,0,0,0.00,37413.31,0,1870.68,0,0,1870.68,39283.99,14.01,39298.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-14,"Zomato",11.00,4,0,2990.34,625.00,80.00,0,0,0,0,0,0,0,80.00,2365.34,122.27,0,0,0,122.27,2567.61,-0.61,2567.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-14,"Swiggy",5.00,4,0,1435.00,580.00,0,80.00,0,0,0,0,0,0,80.00,855.00,46.75,0,0,0,46.75,981.75,0.25,982.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-14,"Mobile App",7.00,4,0,1890.00,486.00,0,0,20.00,0,0,0,0,0,20.00,1404.00,0,73.80,0,0,73.80,1497.80,0.20,1498.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-15,"Swiggy",5.00,4,0,1570.00,361.00,0,80.00,0,0,0,0,0,0,80.00,1209.00,64.45,0,0,0,64.45,1353.45,0.55,1354.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-15,"POS",71.00,38,0,16311.75,277.00,0,0,0,0,0,0,0,0,0.00,16034.75,0,801.74,0,0,801.74,16836.49,6.51,16843.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-15,"Mobile App",9.00,8,0,2175.00,755.00,0,0,40.00,0,0,0,0,0,40.00,1420.00,0,78.20,0,0,78.20,1538.20,0.80,1539.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-15,"Zomato",8.00,7,0,2640.00,1017.00,140.00,0,0,0,0,0,0,0,140.00,1623.00,88.15,0,0,0,88.15,1851.15,0.85,1852.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-16,"Zomato",12.00,5,0,3820.00,1865.00,100.00,0,0,0,0,0,0,0,100.00,1955.00,102.75,0,0,0,102.75,2157.75,1.25,2159.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-16,"Swiggy",5.00,3,0,1745.00,650.00,0,60.00,0,0,0,0,0,0,60.00,1095.00,57.75,0,0,0,57.75,1212.75,0.25,1213.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-16,"POS",43.00,25,0,8999.41,616.94,0,0,0,0,0,0,0,0,0.00,8382.47,0,419.13,0,0,419.13,8801.60,3.40,8805.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-16,"Mobile App",4.00,3,0,871.00,367.00,0,0,15.00,0,0,0,0,0,15.00,504.00,0,27.90,0,0,27.90,546.90,0.10,547.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-17,"POS",73.00,33,0,20233.77,610.50,0,0,0,0,0,0,0,0,0.00,19623.27,0,981.17,0,0,981.17,20604.44,3.56,20608.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-17,"Zomato",8.00,5,0,1971.90,746.00,100.00,0,0,0,0,0,0,0,100.00,1225.90,66.30,0,0,0,66.30,1392.20,0.80,1393.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-17,"Mobile App",5.00,2,0,1017.00,123.00,0,0,25.00,0,0,30.00,5.00,0,60.00,894.00,0,55.50,0,0,55.50,1009.50,0.50,1010.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-17,"Swiggy",2.00,1,0,730.00,202.49,0,20.00,0,0,0,0,0,0,20.00,527.51,27.37,0,0,0,27.37,574.88,0.12,575.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-18,"POS",68.00,35,0,16278.75,1234.00,0,0,0,0,0,0,0,0,0.00,15044.75,0,752.24,0,0,752.24,15796.99,6.01,15803.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-18,"Zomato",8.00,5,0,2203.33,937.00,100.00,0,0,0,0,0,0,0,100.00,1266.33,68.32,0,0,0,68.32,1434.65,0.35,1435.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-18,"Swiggy",2.00,1,0,600.00,135.00,0,20.00,0,0,0,0,0,0,20.00,465.00,24.25,0,0,0,24.25,509.25,-0.25,509.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-19,"Zomato",11.00,4,0,2903.80,875.00,80.00,0,0,0,0,0,0,0,80.00,2028.80,105.44,0,0,0,105.44,2214.24,0.76,2215.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-19,"POS",107.00,49,0,25997.39,1560.58,0,0,0,0,0,0,0,0,0.00,24436.81,0,1221.86,0,0,1221.86,25658.67,4.33,25663.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-19,"Swiggy",5.00,3,0,1065.33,221.65,0,60.00,0,0,0,0,0,0,60.00,843.68,41.57,0,13.00,0,54.57,958.25,0.75,959.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-20,"POS",107.00,56,0,25087.06,287.24,0,0,0,0,0,0,0,0,0.00,24799.82,0,1240.01,0,0,1240.01,26039.83,8.17,26048.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-20,"Swiggy",10.00,5,0,2995.00,1443.00,0,100.00,0,0,0,0,0,0,100.00,1552.00,82.62,0,0,0,82.62,1734.62,0.38,1735.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-20,"Zomato",6.00,3,0,1860.00,920.00,60.00,0,0,0,0,0,0,0,60.00,940.00,50.00,0,0,0,50.00,1050.00,0.00,1050.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-21,"POS",164.00,81,0,40255.61,1420.00,0,0,0,0,0,0,0,0,0.00,38835.61,0,1941.78,0,0,1941.78,40777.39,10.61,40788.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-21,"Swiggy",1.00,1,0,250.00,125.00,0,20.00,0,0,0,0,0,0,20.00,125.00,7.25,0,0,0,7.25,152.25,-0.25,152.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-21,"Zomato",2.00,1,0,755.00,269.50,20.00,0,0,0,0,0,0,0,20.00,485.50,25.28,0,0,0,25.28,530.78,0.22,531.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-21,"Mobile App",3.00,2,0,930.00,200.00,0,0,10.00,0,0,0,0,0,10.00,730.00,0,38.30,0,0,38.30,778.30,-0.30,778.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-22,"POS",90.00,46,0,23694.95,677.00,0,0,0,0,0,0,0,0,0.00,23017.95,0,1127.13,85.54,0,1212.67,24230.62,5.38,24236.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-22,"Swiggy",3.00,2,0,884.75,49.99,0,40.00,0,0,0,0,0,0,40.00,834.76,43.73,0,0,0,43.73,918.49,0.51,919.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-22,"Zomato",3.00,3,0,930.00,465.00,60.00,0,0,0,0,0,0,0,60.00,465.00,26.25,0,0,0,26.25,551.25,-0.25,551.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-23,"Swiggy",7.00,5,0,2210.00,935.00,0,100.00,0,0,0,0,0,0,100.00,1275.00,68.75,0,0,0,68.75,1443.75,1.25,1445.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-23,"POS",61.00,31,0,15732.00,202.00,0,0,0,0,0,0,0,0,0.00,15530.00,0,776.50,0,0,776.50,16306.50,4.50,16311.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-23,"Mobile App",2.00,1,0,520.00,100.00,0,0,5.00,0,0,0,0,0,5.00,420.00,0,21.90,0,0,21.90,446.90,0.10,447.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-23,"Zomato",2.00,1,0,660.00,320.00,20.00,0,0,0,0,0,0,0,20.00,340.00,18.00,0,0,0,18.00,378.00,0.00,378.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-24,"Swiggy",1.00,1,0,250.00,125.00,0,20.00,0,0,0,0,0,0,20.00,125.00,7.25,0,0,0,7.25,152.25,-0.25,152.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-24,"POS",98.00,52,0,24867.85,1337.91,0,0,0,0,0,0,0,0,0.00,23529.94,0,1157.47,68.53,0,1226.00,24755.94,8.06,24764.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-24,"Zomato",14.00,7,0,4210.00,1737.00,140.00,0,0,0,0,0,0,0,140.00,2473.00,130.66,0,0,0,130.66,2743.66,1.34,2745.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-24,"Mobile App",2.00,1,0,600.00,100.00,0,0,5.00,0,0,0,0,0,5.00,500.00,0,25.90,0,0,25.90,530.90,0.10,531.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-25,"Zomato",11.00,5,0,3435.00,1367.50,100.00,0,0,0,0,0,0,0,100.00,2067.50,108.38,0,0,0,108.38,2275.88,0.12,2276.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-25,"POS",183.00,86,0,44390.62,2848.50,0,0,0,0,0,0,0,0,0.00,41542.12,0,2053.39,85.54,0,2138.93,43681.05,13.95,43695.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-25,"Swiggy",1.00,1,0,340.00,0.00,0,20.00,0,0,0,0,0,0,20.00,340.00,18.00,0,0,0,18.00,378.00,0.00,378.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-26,"POS",120.00,62,0,29575.30,1724.00,0,0,0,0,0,0,0,0,0.00,27851.30,0,1392.59,0,0,1392.59,29243.89,9.11,29253.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-26,"Zomato",12.00,5,0,3425.00,1117.50,100.00,0,0,0,0,0,0,0,100.00,2307.50,120.39,0,0,0,120.39,2527.89,1.11,2529.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-26,"Swiggy",11.00,5,0,2851.61,1099.99,0,100.00,0,0,0,0,0,0,100.00,1751.62,92.58,0,0,0,92.58,1944.20,0.80,1945.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-27,"POS",152.00,74,0,39927.39,3295.19,0,0,0,0,0,0,0,0,0.00,36632.20,0,1794.74,132.69,0,1927.43,38559.63,11.37,38571.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-27,"Swiggy",15.00,8,0,4915.00,1874.98,0,160.00,0,0,0,0,0,0,160.00,3040.02,160.00,0,0,0,160.00,3360.02,0.98,3361.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-27,"Mobile App",3.00,2,0,770.00,100.00,0,0,10.00,0,0,0,0,0,10.00,670.00,0,35.30,0,0,35.30,715.30,-0.30,715.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-27,"Zomato",8.00,4,0,2450.00,1030.00,80.00,0,0,0,0,0,0,0,80.00,1420.00,75.00,0,0,0,75.00,1575.00,0.00,1575.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-28,"POS",145.00,74,0,36865.61,532.00,0,0,0,0,0,0,0,0,0.00,36333.61,0,1816.72,0,0,1816.72,38150.33,16.67,38167.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-28,"Zomato",16.00,9,0,5020.00,1332.00,180.00,0,0,0,0,0,0,0,180.00,3688.00,193.40,0,0,0,193.40,4061.40,0.60,4062.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-28,"Swiggy",5.00,3,0,1440.00,454.99,0,60.00,0,0,0,0,0,0,60.00,985.01,52.25,0,0,0,52.25,1097.26,-0.26,1097.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-29,"POS",97.00,43,0,24196.94,1183.00,0,0,0,0,0,0,0,0,0.00,23013.94,0,1113.79,132.87,0,1246.66,24260.60,5.40,24266.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-29,"Mobile App",2.00,1,0,360.00,100.00,0,0,5.00,0,0,0,0,0,5.00,260.00,0,13.90,0,0,13.90,278.90,0.10,279.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-30,"Swiggy",7.00,5,0,2080.00,945.00,0,100.00,0,0,0,0,0,0,100.00,1135.00,61.75,0,0,0,61.75,1296.75,0.25,1297.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-30,"POS",73.00,37,0,16774.91,1843.48,0,0,0,0,0,0,0,0,0.00,14931.43,0,746.62,0,0,746.62,15678.05,3.95,15682.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-30,"Mobile App",2.00,1,0,520.00,100.00,0,0,5.00,0,0,0,0,0,5.00,420.00,0,21.90,0,0,21.90,446.90,0.10,447.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-30,"Zomato",1.00,1,0,210.00,80.00,20.00,0,0,0,0,0,0,0,20.00,130.00,7.50,0,0,0,7.50,157.50,0.50,158.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-31,"Mobile App",7.00,4,0,1729.00,223.00,0,0,20.00,0,0,0,0,0,20.00,1506.00,0,78.90,0,0,78.90,1604.90,0.10,1605.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-31,"POS",122.00,63,0,31495.52,1634.00,0,0,0,0,0,0,0,0,0.00,29861.52,0,1493.12,0,0,1493.12,31354.64,9.36,31364.00,
"-","-","West","Coffee Island - Tribeca Pune",2025-12-31,"Swiggy",8.00,3,0,2490.00,512.98,0,60.00,0,0,0,0,0,0,60.00,1977.02,101.85,0,0,0,101.85,2138.87,0.13,2139.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-01,"POS",175.00,113,0,44958.92,776.00,0,0,0,0,0,0,0,0,0.00,44182.92,0,2209.16,0,0,2209.16,46392.08,24.92,46417.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-01,"Swiggy",4.00,2,0,1060.00,530.00,0,0,0,0,0,0,0,0,0.00,530.00,26.50,0,0,0,26.50,556.50,0.50,557.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-01,"Zomato",5.00,2,0,1355.00,434.50,40.00,0,0,0,0,0,0,0,40.00,920.50,48.03,0,0,0,48.03,1008.53,0.47,1009.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-01,"Mobile App",9.00,4,0,2404.00,426.00,0,0,20.00,0,0,0,0,0,20.00,1978.00,0,98.90,3.60,0,102.50,2100.50,-0.50,2100.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-02,"POS",239.00,128,0,62692.19,3125.56,0,0,0,0,0,0,0,0,0.00,59566.63,0,2978.34,0,0,2978.34,62544.97,31.03,62576.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-02,"Zomato",8.00,5,0,2261.25,1068.75,100.00,0,0,0,0,0,0,0,100.00,1192.50,64.63,0,0,0,64.63,1357.13,-0.13,1357.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-02,"Mobile App",7.00,5,0,2059.00,343.00,0,0,25.00,0,0,0,0,0,25.00,1716.00,0,85.80,4.50,0,90.30,1831.30,-1.30,1830.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-02,"Swiggy",14.00,8,0,4440.00,2101.00,0,0,0,0,0,0,0,0,0.00,2339.00,116.95,0,0,0,116.95,2455.95,1.05,2457.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-03,"POS",296.00,142,0,74932.81,3536.75,0,0,0,0,0,0,0,0,0.00,71396.06,0,3569.88,0,0,3569.88,74965.94,28.06,74994.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-03,"Swiggy",17.00,12,0,5030.00,2153.00,0,0,0,0,0,0,0,0,0.00,2877.00,143.85,0,0,0,143.85,3020.85,2.15,3023.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-03,"Zomato",7.00,5,0,1710.00,840.00,100.00,0,0,0,0,0,0,0,100.00,870.00,48.50,0,0,0,48.50,1018.50,-0.50,1018.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-03,"Mobile App",3.00,2,0,589.00,116.00,0,0,25.00,0,0,30.00,5.00,0,60.00,473.00,0,23.65,10.80,0,34.45,567.45,0.55,568.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-04,"POS",214.00,124,0,53516.99,473.82,0,0,0,0,0,0,0,0,0.00,53043.17,0,2652.18,0,0,2652.18,55695.35,24.65,55720.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-04,"Zomato",9.00,7,0,2226.00,1062.50,140.00,0,0,0,0,0,0,0,140.00,1163.50,60.13,0,18.18,0,78.31,1381.81,0.19,1382.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-04,"Mobile App",7.00,4,0,1899.00,260.00,0,0,20.00,0,0,0,0,0,20.00,1639.00,0,85.57,0,0,85.57,1744.57,-0.57,1744.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-04,"Swiggy",3.00,3,0,885.00,345.00,0,0,0,0,0,0,0,0,0.00,540.00,27.00,0,0,0,27.00,567.00,0.00,567.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-05,"Swiggy",7.00,6,0,1870.00,805.00,0,0,0,0,0,0,0,0,0.00,1065.00,53.25,0,0,0,53.25,1118.25,1.75,1120.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-05,"POS",299.00,148,0,81513.50,2148.00,0,0,0,0,0,0,0,0,0.00,79365.50,0,3968.32,0,0,3968.32,83333.82,29.18,83363.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-05,"Mobile App",8.00,7,0,2019.00,700.00,0,0,35.00,0,0,0,0,0,35.00,1319.00,0,72.25,0,0,72.25,1426.25,-0.25,1426.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-05,"Zomato",13.00,9,0,3310.85,1345.17,180.00,0,0,0,0,0,0,0,180.00,1965.68,107.30,0,0,0,107.30,2252.98,-0.98,2252.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-06,"POS",340.00,154,0,90218.95,2110.00,0,0,0,0,0,0,0,0,0.00,88108.95,0,4391.99,0,0,4391.99,92500.94,24.06,92525.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-06,"Zomato",7.00,6,0,2460.00,1079.00,120.00,0,0,0,0,0,0,0,120.00,1381.00,75.05,0,0,0,75.05,1576.05,-1.05,1575.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-06,"Swiggy",3.00,3,0,925.00,190.00,0,0,0,0,0,0,0,0,0.00,735.00,36.75,0,0,0,36.75,771.75,0.25,772.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-06,"Mobile App",2.00,2,0,700.00,0.00,0,0,25.00,0,0,30.00,5.00,5.00,65.00,700.00,0,45.80,0,0,45.80,810.80,-0.80,810.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-07,"POS",286.00,165,0,71774.50,3117.25,0,0,0,0,0,0,0,0,0.00,68657.25,0,3433.00,0,0,3433.00,72090.25,28.75,72119.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-07,"Swiggy",4.00,2,0,1070.00,506.00,0,0,0,0,0,0,0,0,0.00,564.00,28.20,0,0,0,28.20,592.20,-0.20,592.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-07,"Zomato",4.00,3,0,940.00,470.00,60.00,0,0,0,0,0,0,0,60.00,470.00,26.50,0,0,0,26.50,556.50,-0.50,556.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-08,"POS",139.00,77,0,32346.56,234.00,0,0,0,0,0,0,0,0,0.00,32112.56,0,1605.65,0,0,1605.65,33718.21,14.79,33733.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-08,"Swiggy",7.00,5,0,1900.00,780.00,0,0,0,0,0,0,0,0,0.00,1120.00,56.00,0,0,0,56.00,1176.00,2.00,1178.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-08,"Zomato",4.00,3,0,823.80,350.00,60.00,0,0,0,0,0,0,0,60.00,473.80,26.70,0,0,0,26.70,560.50,-0.50,560.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-09,"POS",204.00,106,0,49794.15,741.50,0,0,0,0,0,0,0,0,0.00,49052.65,0,2452.64,0,0,2452.64,51505.29,18.71,51524.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-09,"Zomato",22.00,16,0,6620.00,2584.00,320.00,0,0,0,0,0,0,0,320.00,4036.00,217.81,0,0,0,217.81,4573.81,0.19,4574.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-09,"Swiggy",6.00,4,0,1870.00,623.00,0,0,0,0,0,0,0,0,0.00,1247.00,62.36,0,0,0,62.36,1309.36,1.64,1311.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-09,"Mobile App",2.00,1,0,500.00,131.00,0,0,5.00,0,0,0,0,0,5.00,369.00,0,19.35,0,0,19.35,393.35,-0.35,393.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-10,"POS",188.00,103,0,48602.67,1402.71,0,0,0,0,0,0,0,0,0.00,47199.96,0,2360.02,0,0,2360.02,49559.98,18.02,49578.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-10,"Swiggy",6.00,6,0,1580.00,681.00,0,0,0,0,0,0,0,0,0.00,899.00,44.95,0,0,0,44.95,943.95,1.05,945.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-10,"Zomato",13.00,10,0,3840.00,1542.00,200.00,0,0,0,0,0,0,0,200.00,2298.00,124.90,0,0,0,124.90,2622.90,-0.90,2622.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-10,"Mobile App",6.00,3,0,1949.00,257.00,0,0,15.00,0,0,0,0,0,15.00,1692.00,0,87.29,0,0,87.29,1794.29,0.71,1795.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-11,"Mobile App",9.00,5,0,2370.00,690.00,0,0,20.00,0,0,0,0,0,20.00,1680.00,0,87.60,0,0,87.60,1787.60,-0.60,1787.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-11,"POS",112.00,67,0,28453.67,339.00,0,0,0,0,0,0,0,0,0.00,28114.67,0,1405.74,0,0,1405.74,29520.41,11.59,29532.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-11,"Swiggy",10.00,7,0,3024.75,919.87,0,0,0,0,0,0,0,0,0.00,2104.88,105.25,0,0,0,105.25,2210.13,-0.13,2210.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-11,"Zomato",13.00,6,0,3465.61,1547.50,120.00,0,0,0,0,0,0,0,120.00,1918.11,94.56,0,26.44,0,121.00,2159.11,-0.11,2159.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-12,"POS",259.00,129,0,69317.86,1838.60,0,0,0,0,0,0,0,0,0.00,67479.26,0,3374.05,0,0,3374.05,70853.31,28.69,70882.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-12,"Zomato",9.00,6,0,2800.00,1140.00,120.00,0,0,0,0,0,0,0,120.00,1660.00,89.00,0,0,0,89.00,1869.00,1.00,1870.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-12,"Swiggy",5.00,4,0,1460.00,505.00,0,80.00,0,0,0,0,0,0,80.00,955.00,51.75,0,0,0,51.75,1086.75,1.25,1088.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-12,"Mobile App",3.00,2,0,840.00,231.00,0,0,10.00,0,0,0,0,0,10.00,609.00,0,32.26,0,0,32.26,651.26,-0.26,651.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-13,"POS",324.00,163,0,82080.33,1173.00,0,0,0,0,0,0,0,0,0.00,80907.33,0,4045.42,0,0,4045.42,84952.75,33.25,84986.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-13,"Zomato",12.00,9,0,3555.00,1080.00,180.00,0,0,0,0,0,0,0,180.00,2475.00,132.75,0,0,0,132.75,2787.75,1.25,2789.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-13,"Swiggy",9.00,4,0,2665.00,800.99,0,80.00,0,0,0,0,0,0,80.00,1864.01,97.20,0,0,0,97.20,2041.21,-0.21,2041.00,
"-","-","West","Coffee Island Eros Churchgate - Mumbai",2025-12-13,"Mobile App",7.00,2,0,2030.00,100.00,0,0,10.00,0,0,0,0,0,10.00,1930.00,0,98.30,0,0,98.30,2038.30,-0.30,2038.00,
